s1_id,other_id,other_source,s1_name,other_name,s1_address,other_address,s1_country,other_country,label
S1-78176075,S2-713487265,S2,Linquist Dome LLC,"Natividad T. Ost, DPM","266 B Street, Unit SLIP C165, Benicia, CA",,US,US,0
S1-657104369,S3-399863388,S3,Clyance Gas LLC,Brower Veterinary Veterinary Clinic LP,"2193 Homewood Avenue, Columbus, OH","#89 Jayson Ave, Great Neck, New York",US,US,0
S1-380142312,S3-576669622,S3,Micaela Myers Hudson,Stevana Poteet Better States Llc,"6248 Gracely Drive, Cincinnati, OH","768 County Road 3363, Mt Calm, Texas",US,US,0
S1-620924162,S2-900966383,S2,Desert Charities VI,Desert VI  Charities,"1883 Ballard Drive, Gastonia, NC","NC, 1883 BALLARD DRIVE, GAASTONIA",US,US,1
S1-855062108,S2-425243220,S2,Tech Industries Private Limited,Pantheon Insttiute of Technology,"Bagan, Subhankar Sarani, C/O Laxmi Kundu Pratap, Bankura, West Bengal, Bankura - I","A-128, TOWER P5 ASHIANA PALM COURT, RAJ NAGAR EXTN, GHAZIABAD, उत्तर प्रदेश",India,India,0
S1-559760642,S2-978043013,S2,Folsom and Shelton LLC,Folsom and Shelton,"999 Silver Springs Boulevard, Unit APT 1511, Wichita, KS",,US,US,1
S1-227922974,S3-642349708,S3,Vishwajeet Trading Company,laxmi laxmi consulting llp,"Telangana, Lb Nagar, H.No. 5-5-596 Abhyudayanagar, Chintalakunta, Rangareddy, Plt No. 177","Yadgir, No. 5/3 Beside Maremma Temple Near Bus Stand Mudubool Taluk Shahapur Dist, Gulbarga, KA",India,India,0
S1-753713883,S2-969865223,S2,Happy Woodcraft Care,श्री कंस्ट्रक्शन प्राइवेट लिमिटेड,"34 35 Kha No. 63 64 65 66, Near Cdri Kamlabad Badhuli, Lucknow, Uttar Pradesh","NO 1 GF HANS BHAWAN, ITO, CENTRAL DELHI, NEW DELHI, Delhi",India,India,0
S1-132958199,S3-368379470,S3,Lakshmi Builders Private Limited,Aakar  Institute of Tdohsoology,"8-1-332/1, Aziz Bagh, Road Next To Anand Vihar, Golconda, Hyderabad, Telangana","C/o Suresh Kumar Kuchya, Ishawaripura Ward No.23, Katni, MP",India,India,0
S1-624692497,S2-424183321,S2,Kd Traders Private Limited,फ्यूचर आईटी,"# 2 - 1 - 440, Street No.4, Nallakunta, Hyderabad, Telangana","A2 9 14 PRIYADAARSHAN STYKOREGAFN ROAD, POONA, PUNE, Maharashtra",India,India,0
S1-714238541,S2-72637406,S2,Gagandeep & Brothers Care,ಶಕ್ತಿ ಎಕ್ಸ್‌ಪೋರ್ಟ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,"House No 388 Budh Vihar, Ghaziabad, Uttar Pradesh","NO 189, BANGALORE NORTH, BANGALORE, Karnataka",India,India,0
S1-73044948,S2-776775786,S2,Minson Advantage Inc.,Naperville Standard,"Oneonta, 73 Elm Street, NY","1156 TUSCANY LANE, NAPERVILLE, IL",US,US,0
S1-841037392,S2-116908440,S2,Golden Management Pvt Ltd,गुड प्रोड्यूसर लिमिटेड,"4Th-Floor, C Wing, Ele Nesco It Park, Goregaon East, Mumbai, Maharashtra","#187 RZ-68, NEW DELHI, SOUTH WEST DELHI, Delhi",India,India,0
S1-277025297,S2-985879811,S2,Melosa Brown Oxley Corp,Sebastian Providence,"602 Woodland Drive, Paducah, KY","145 Bromley Village Drive, FORT MILL CDP, SC",US,US,0
S1-469105581,S3-434998557,S3,Purnea Vogue Co,lndustrial-Experiences Limited Center,"C/O Asha Devi, Rambag, Purnia, Purnea, Purnia, Bihar","Ecospace Business Park, Action Area-ii, 6Th Floor Plot No-ii F/11, 3B Block, Rajarhat, Kolkata, Kolkata, Howrah, WB",India,India,0
S1-738674502,S2-927462489,S2,Shiv Trading,Sri Index (India) Limited Services,"175, Upper Ground Floor, Jammu, Mohalla, Maujpur, East Delhi, Delhi","D2-708, SOUTH CITY RES. COMPLEX, ARAKERE, MICO LAYOUT, BANGALORE, Karnataka",India,India,0
S1-660064708,S2-201359682,S2,Literacy Ministries VI,Parker  Iris Inc,"107 Michawn Court, Madison, AL","22976-A NEWCUT RD, CLARKSBURG, MD",US,US,0
S1-785869606,S3-414342594,S3,Proia LLC,Corp. D & L Services,"270 Paradise Place, Howard Lake, MN","2930- Haley Cir, Kannapolis, North Carolina",US,US,0
S1-393071074,S3-723523989,S3,Dyana Johnson Kpet,"Mcg0ugh, Scott And Kirk Group","Arlington, 6021 Cooper Street, TX","729 Erie Avenue, # APT A, Lorain, Ohio",US,US,0
S1-894354858,S3-356193130,S3,Aditika Fertilizers Pvt. Ltd.,Viva (India) Services Mumbai,"Plot No. 45, Dhantoli, Nagpur, Maharashtra","Door No 21, Bombay, Pune, MH",India,India,0
S1-476756254,S2-625147345,S2,Silver Developers Private Limited,HOME GOOD SERVICES,"Plot No 181-C, 3Rd Floor, Glr Complex, Raghavendra, Serilingampally, K.V.Rangareddy, Telangana","C9, CHENNAI, Tamil Nadu",India,India,0
S1-579471389,S3-744229155,S3,Rocky Holdings,Korry Downs Regional,"30019 Mine Run Road, Orange County, VA",,US,US,0
S1-575799166,S3-442558690,S3,12 Hour Locksmith,Data Freight Enterprises  Corporation,"5324 Alton Drive, Virginia Beach City, VA","169- Yellow Poplar Lane, # UNIT 7, Charleston, West Virginia",US,US,0
S1-972967187,S3-202918754,S3,Unique Foods Pvt Ltd,Private Amberpet (ahedrats) Limited,"Plot No 19, Doye Layout Geeta Nagar, Zingabaitakli, Mankapur, Nagpur, Maharashtra","0016-2-741/C/8/1/B, Nh65, Bank Colony, New Malakpet, Amberpet, Hyderabad, TG",India,India,0
S1-874666218,S2-608255764,S2,City Properties Limited,Mumbai Contal Constructions Limited,"176/1, Magdum Colony, P. O. R. K. Nagar, Pachgaon, Tal. Karveer, Kolhapur, Maharashtra","C-3/1109R, 1126-27, NAVJIVAN SOCIETY, LAMINGTON ROAD, MUMBAI CENTRAL, Maharashtra",India,India,0
S1-210720980,S3-851176141,S3,Hari It Pvt Ltd,Black-Industries,"Survey No.-307/11, Plot No. 8, Nanekarwadi, Khed, Pune, Maharashtra","Door No 139/C- Nyay Kh-iii, Ghaziabad, UP",India,India,0
S1-344344114,S3-130469300,S3,Brooks Harbors Corp,Dieter Strarlliemn Inc,"Unit C2, Mesa, 1313 Medina Avenue, AZ","5007 390th Street, N Brnach, Minnesota",US,US,0
S1-352534797,S2-435716516,S2,Pure & Sons,Bangalore South Intermediates Private Limited,"G-1(11) (Mcd No. 31-H) Ground Floor, Gali No. 4 Anand Parbat Industrial Area Village Sindhora Khurd, New Delhi, Central Delhi, Delhi","NO.4, K R MEDOWS, VADDARAPALYA VILLAGE, UTTARAHALLI HOBLI, BANGALORE SOUTH, Karnataka",India,India,0
S1-331443145,S3-54697412,S3,Spot Consultancy Private Limited,LAXMI ÁGRO PRIVATE LIMITED,"Owner Manjeet Singh S/O Baldev Singh Village Paniwala Rudlu, Dabwali, Sirsa, Haryana","A7, Floor 3, Stephanose Tower T V Centre, Vennala Road, Kakkanad, Kochi, Ernakulam, KL",India,India,0
S1-760166234,S2-726084031,S2,"Steffen, Allen and Mccain Coastal LLC","Steffen, Allen and Mccain Coastal","55 Fairhill Drive, Brighton, NY","55 1/2 FAIRHILL DR, ROCHESTER, NY",US,US,1
S1-819461141,S3-125299747,S3,"Horizon Ameren, LLC",Behavioral Health-Smart,"829 Atlas Ridge Road, WV, Pineville","2112 120th Street, Blue Island, Illinois",US,US,0
S1-946342027,S3-970297784,S3,Urology Specialists of Tacoma,Mavis Mincey Tungsten  LLC Services,"1521 56th Street, Tacoma, WA","00502 Applegate Drive, Beverly, Ohio",US,US,0
S1-500216480,S2-589905838,S2,Ivenial Idea Inc,Metropolitan Fund L.L.C.,"2213 2100, UT, Syracuse","1115 MCGILL PARK AVENUE, PMB 5199, ATL, GA",US,US,0
S1-182163668,S3-967232518,S3,Jay Big Food Pvt Ltd,Tritan [Service],"Chowk Shikarpur Patna City, Patna, Bihar","776/18 Rehmat Nagar, Yogendrapuri Khalapar, Muzaffarnagar, UP",India,India,0
S1-547872060,S3-9301043,S3,CZ Bce Clinic,-- Shen Restaurant Inc.,"16 19 Street, New York, NY","#30 Primrose Lane, Tiverton, Rhode Island",US,US,0
S1-418087772,S2-451528574,S2,Pediatric Dentistry Physicians,Bay Choice,"296 Deer Lodge Highway, Fentress County, TN","480 SHADE TREE CIR, HURST, TX",US,US,0
S1-560952743,S3-435261219,S3,Millionaire Development Private Limited,Millionaire Development Private Límited,"No.10, Y B A Building Wenlock Road, Ooty, Nilgiris, Tamil Nadu","#10, Y B A Building Wenlock Road, Ooty, Nilgiris, TN",India,India,1
S1-7193030,S2-204998666,S2,International & Brothers Private Limited,Akash  and Pvt. Sons Ltd.,"Laxmi Niwas, D-2/7, Municipal Colony, Vikhroli Park Site, Mumbai, Mumbai City, Maharashtra","H.NO 3 SWEET HOME, PLOT NO.286SHER-E-PUNJAB SOCIETY, OFF.MAHAKALI CAVES ROAD, Maharashtra",India,India,0
S1-569844856,S3-76666408,S3,Kusum & Sons Private Limited,Kusum Sons Private Limited Center,"J - 37, Ug - 2 Dilsad Colony, Delhi","Plot 130 J - 37, Delhi, DL",India,India,1
S1-209371599,S2-949849711,S2,Lenet Partners Inc.,Eye Select Care Associates [Inc],"540 7th Avenue, South Saint Paul, MN","4539 60ND STREET, LUBBOCK, TX",US,US,0
S1-816761694,S3-367102026,S3,Services Reha Industries Center,Limited Site Education (India) Partners,"No. 234, 2Nd Floor, 9Th Main, 16Th Cross Hsr Layout, Sector 6, Bangalore South, Bangalore, Karnataka","Door No 4-0E Paschim Marg Vasant Vihar, New Delhi, South Delhi, DL",India,India,0
S1-515576879,S3-794518225,S3,Maxwell Producer,ashiana (india) breweries pvt ltd,"Gujarat, 1, Village Makhavad, Gondal, Rajkot, Rs No 154 & 155/1 Plot No","7, Ida Phase I, Patancheru, TG",India,India,0
S1-953140290,S3-514999112,S3,Jay Impex Private Limited,Arun [Offshore],"South West Delhi, New Delhi, Ramphal Chowk Sec7 Dwarka, H No-E-515 3Rd Floor, Delhi","312, 2Nd Block, Samhita Green Woods Apts, Thubarahalli, Bangalore, KA",India,India,0
S1-146460064,S2-242095153,S2,Hyderabad Services Private Limited,VINTAGE & BROTHERS PARTNERS COMPANY,"8/2/269/5/20, Flat No 302, Plot No 20, Sagar Society, Banjara Hills, Hyderabad, Telangana","1 NIZAMAMUDDIN EAST, NEW DELHI, Delhi",India,India,0
S1-984007173,S3-705685598,S3,"Saree Curran, P.A.",Anderson Cloud,"Newport News City, 7 Meadow Drive, VA","166 Sue Lane, Falls Mills, Virginia",US,US,0
S1-279935405,S2-733294365,S2,Sears Innovations Private Limited,SEARS ÍNNOVATIONS PRIVATE LIMITED,"55 (Old No.31), Pillaiyar Koivil Street, Sivakasi, Virudhunagar, Tamil Nadu","DOOR NO #55 (OLD NO.31), PILLAIYAR KOIVIL STREET, SIVAKASI, Tamil Nadu",India,India,1
S1-895967418,S3-209805861,S3,Innovation & Partners Group,Sri Digital Veniturdes,"No. 767, 22Nd Cross, Hsr Layout, Sector -Iii, Bangalore South, Bangalore, Karnataka","38/18. Everest Colonymugappair East Chennai 50, Chennai 50, Chennai, TN",India,India,0
S1-902968564,S3-691280408,S3,GVT Modern Tidewater Care,GVT Modern Tidewater,"Hanover, 1027 Main Street, MA, Unit 2","1027 Main St, Unit 2, Hanover, Massachusetts",US,US,1
S1-706410691,S3-805204522,S3,Tathastu & Brothers Private Limited,Tejomay Loop Corporation,"And 55 H No 2 P A Win, Haveli, Pune, Fl No 403 Sr No 55 H No 1, Maharashtra","Second Floor, Satellite Complex, Koppikar Road, Hubli, KA, #82, Dharwad, Hubli-dharwad",India,India,0
S1-380268604,S2-846403244,S2,Bright Bakery,"Ruiz,  Sibal & Ard Digital LLC","111 Robinsons Park Drive, Unit B, Bessemer City, NC","KIRTLAND, OH, #9029 Billings Rd",US,US,0
S1-898402086,S3-314721710,S3,Fenton Northland,Corp Express Mckinley,"Vacaville, 267 Fallen Leaf Drive, CA","#1064 Wennings Rd, PMB 1603, New Salisbury, Indiana",US,US,0
S1-866471879,S2-93991174,S2,Cube Properties (India) Private Limited,ग्रीन स्टार इन्वेस्टमेंट प्राइवेट लिमिटेड,"405, Haryana, 4Th Flr, Address One, By Baani, Sector - 56, Gurgaon","DOOR NO 457 D-29, MODEL TOWN-II, DELHI DELHI, DELHI, NORTH WEST, Delhi",India,India,0
S1-894229994,S3-679257836,S3,Abm Trading Limited,Nagpal Beauty Private  Ltd,"706, B Wing, Maruti Paradise, Sector 15, Belapur, Navi Mumbai, Thane, Maharashtra","16-A, Uko, Lucknow, UP",India,India,0
S1-738629013,S3-101141521,S3,"Falcon, LLC",American Alpha Partners,"1 Joseph Court, Queensbury, NY","Chautauqua, New York, 7346-7348 Hannum Road",US,US,0
S1-74789950,S2-436308050,S2,Gregg Media LLC,GREGG MEDIA,"1681 Sunburst Road, VA, Campbell County",,US,US,1
S1-323704795,S2-769672404,S2,Royal Readymix Private Limited,Nj Event Clinic,"17B, Ambaji Darshan, A And B Wing, Near National School, Bhandup West, Mumbai Mh, Mumbai, Mumbai City, Maharashtra","HN A-125 WARD NO. 13, PANCHAYAT SAMITI KE PICHE, UDAIPURWATI, Rajasthan",India,India,0
S1-33787669,S3-292452889,S3,Holdings International Private Limited,Team (india)private Public Limited,"No-8, 2Nd Floor, 15Th Cross Sampangirama Nagar City, Bangalore, Karnataka","Flat No. A-25, S.no.1202/3/19, Chandrashil Aprt, Apte Rd, Pune City, Pune, MH",India,India,0
S1-107858589,S3-87186516,S3,Harbor Center,WC  Classic,"621 Front Street, Unit Apartment 1R, Hempstead, NY","622 Austin Dr, Ashtabula Twp, Ohio",US,US,0
S1-327554891,S3-20374385,S3,Chiropractic Innovative Care Associates LLC,Chiropractic Innovative-Care Associates LLC,"1107 34th Avenue, Yakima, WA","34th Ave, Yakima, Washington",US,US,1
S1-635479692,S2-355844916,S2,"Witham, Ning and Hoffman Center",CORNERSTONE-TGCEHMICNAL HOLDINGS PARTNERS,"924 Birmingham Drive, Baton Rouge, LA","9124 INSLEY STREET, PORTLAND, OR",US,US,0
S1-845272069,S3-550858843,S3,Celia Najera Metal,"Nylacira DBA Tomita, Darcy and Parham, LLC","2938 248, MT, Peerless","Laredo, TX, 3928 Calle Acapulco",US,US,0
S1-257623179,S2-727256749,S2,East Classic Focus Inc,EAST-CLASSIC,"29 Vandam Street, New York, NY","29 VANDAM STREET, NEWW YORK, NY",US,US,1
S1-776254191,S2-842573313,S2,Mireielle Gardner California LLC,Mireielle-Ghder California LLC,"3514 Burdette Street, Omaha, NE","514 Burdette Street, OMAHA, NE",US,US,1
S1-441767878,S2-132485042,S2,Classic Solutions Private Limited,আনন্দ এইস প্রোডাক্টস প্রাইভেট লিমিটেড,"Plot No 43, Pkt 1, Sector 22, Near Nr Power House, Delhi, North West Delhi, Delhi","H.NO D/1 ABDUL HAMID ROAD 4TH FLOOR, ROOM NO. 405, KOLKATA, KOLKATA, West Bengal",India,India,0
S1-936238194,S2-519781642,S2,Howrah Netcom Private Limited,lmperium & Pamthts of Gaya Industries | www.imperium.com,"Bl-E, 3Rd Floor, Iiib, 34, Raj Narayan Roy Chowdhury, Howrah, West Bengal","66 PANCH-GAYA, GAYA, Bihar",India,India,0
S1-101192634,S2-400846061,S2,"Lulu Schlosser, CPA, P.C.",Great Ministries Westgate,"102 Schubert Avenue, Glendale Heights, IL","99 MARTHA CT, null, NORTH BABYLON, NY",US,US,0
S1-386096632,S3-324627403,S3,Ligas Talon Inc,Ligas Talon,"Harvey, IL, 210 150th Street",,US,US,1
S1-700193445,S3-442997592,S3,Kozhikode Farmer Private Limited,India Pashupati Alloys Limited Services,"Door No: Pp3/484 B, Gouri Arcade, Oppo: Kerala Gramin Bank, Kuningadu Road, Purameri Po, Kozhikode, Kerala","Plot/house No: 33, Nizamabad, TG",India,India,0
S1-737855900,S2-281961812,S2,Tyler and Terry,Perez Capital Poflrl Inc,"WA, 19115 93rd Drive, Stanwood",,US,US,0
S1-456206043,S2-15260160,S2,YO Developers Private Limited,ગુડ પ્રોડક્ટ્સ પ્રાઇવેટ લિમિટેડ,"No.16, M V Extension Air Station Road, Hoskote Town, Hoskote, Bangalore Rural, Karnataka","3-06, AHMEDABAD, Gujarat",India,India,0
S1-428178663,S3-262616055,S3,"Stag, Inc",mapessuperi0rresource.com,"10171 East Road, Bethany, NY","259 Rosemont Avenue, Tonawanda, New York",US,US,0
S1-203964523,S3-853831244,S3,Cornerstone Briacell Inc,The Heartland Montessori School,"880 Beech Tree Road, Unit 434, Chesapeake City, VA","12365 King Richard Dr, King City, Oregon",US,US,0
S1-413825932,S2-544458156,S2,Orion Traders Private Limited,International Transmissions Private Ltd,"3/1504, Annai Velankanni Nagar Phase 1 Madanathapuram, Mugalivakkam, Chennai, Tamil Nadu","NO 1 , MUSKAN SOCIETY, PANDAV NAGAR WADALA PATHARDI ROAD, NASHIK, Maharashtra",India,India,0
S1-815452161,S3-465866322,S3,Global Infrastructure Pvt Ltd,Global Infrastructure  Pvt Ltd,"Plot No 67, East Gayathri Nagar, Saroornagar, Hyderabad, Telangana","Hyderabad, Door No 67, TG",India,India,1
S1-641060012,S2-29384365,S2,Cascade Systems LLC,Cascade LLC Systems,"Sun City, AZ, 17231 Lindgren Avenue","017231 LINDGREN AVE, SUN CITY, AZ",US,US,1
S1-700769130,S2-319237809,S2,Chiropractic Center Inc,CORP PICCOLI PRAIRIE CAN,"314 Center Street, Unit D159, Bountiful, UT","176 148ND STREET, GLENPOOL, OK",US,US,0
S1-196586901,S2-406722885,S2,Optimal Patriot Metals Inc.,Berry Inc Services,"450 7th Street Court, Milan, IL","6611 ROUNDSTONE DR, RALEIGH, NC",US,US,0
S1-498046757,S3-331181861,S3,Johnson Acp Inc,Arias Signature LP Center,"Town Of Rose, WI, N5795 22","Pleasant Grove, Arkansas, 29072 Highway 14",US,US,0
S1-260388845,S3-408346846,S3,Metropolitan Gladstone,Granite Group,"1009 Phyllis Street, Deer Park, TX","2036 Lazare Path, Redding, California",US,US,0
S1-194608458,S2-449977431,S2,Safe Memorial Trust,Dr WAVES  FINANCIAL VENTURES PRIVATE | www.wavesfin.com,"Office No. 404, Forth Floor, Apple Business Center, Canal Road, Kamrej, Surat, Gujarat","H N.171/12, SOYEPUR, LALPUR, PANDEYPUR, VARANASI, Uttar Pradesh",India,India,0
S1-913430188,S3-14464629,S3,Five & Brothers Limited,Big  Investments,"4, ' Smruti ', Vrindavan Housing Society, Pune, Maharashtra",,India,India,0
S1-786020770,S2-686636471,S2,Eastern Consultants,EASTERN CENTER,"Hyderabad, Rangareddy, H.No.8-295/1/722, Paramount Avenue Nagar, Nagaram Village, Telangana","H.NO.8-295/1/722- , PARAMOUNT AVENUE NAGAR, NAGARAM VILLAGE, RANGAREDDY, Telangana",India,India,1
S1-438430300,S2-852817874,S2,Urban Logistics Private Limited,Sundaram Life Company,"A-15, Fourth Floor, Lajpat Nagar, New Delhi, New Delhi, South Delhi, Delhi","Maharashtra, 22 PUSHPAK PARK 4SHRIDHAR APTS FLAT NO 4 ITI ROAD AUNDH, PUNE",India,India,0
S1-734988184,S3-183926112,S3,Kim Mountain Trading LLC,Value Aria,"3942 Legendary Ridge Lane, Cleves, OH","713 Langford Ave, Knoxvile, Tennessee",US,US,0
S1-915565574,S3-240525961,S3,Steel College Ltd,Private Delhi Products Limited,"Flat No. 50, 5Th Floor, Tower No.1, Home Land Heights, Sector-70, Sas Nagar, Mohali, Punjab","DL, Delhi, H.no 30 Babar Lane Bengali Marekt, New Delhi",India,India,0
S1-164532858,S2-571455474,S2,"Florencia Deleon, D.C. Corp",Happy  Nails,"1031 Talmadge Avenue, Machesney Park, IL","IL, 321  PERRINE AVE, CENTRALIA",US,US,0
S1-228559445,S2-909148499,S2,"Knight, Dsouza & Lara Inc",@foot,"1275 Fraser Drive, Silver City, NM","4ND STREET, TRACY, MN",US,US,0
S1-698573862,S3-890131047,S3,Jenkins & Gladden Eureka LP,internal medicine health,"102 Heron Landing Drive, Wells, ME","2751 Friendsip Trl, Clinton, Iowa",US,US,0
S1-402347217,S3-800719352,S3,Radhapuram Resorts,Radhapuram Resorts Limited,"Fiveway Junction Road, Thisayanvilai, Tirunelveli, Tamil Nadu, Radhapuram, 33/7","33/7, Tirunelveli, Radhapuram, TN",India,India,1
S1-365375404,S2-814903930,S2,Siddhnath Advertising Private Limited,Dr Siddhnath Advertising Private Private [Limited],"465 Arthala Mohan Nagar, Ghaziabad, Uttar Pradesh",,India,India,1
S1-144530704,S3-434983004,S3,Jai Maa Marketing,Vardhman  Trading Private Limited,"Mishra Sadan, Vrindvn Lane, Chandra Vihar Colony, Phulwari, Patna, Bihar","#143 A D D Milestone3rd Floor S A Road Kadavanthara P O Cochin, Ernakulam, KL, Idukki",India,India,0
S1-349387064,S2-759288504,S2,Satguru & Sons Private Limited,Dr Satguru Private Sons & Limited,"B/27, Evershine Induastrial Estate, Chinchpada, Gokhivare, Vasai(E), Vasai, Maharashtra","B/27, EVERSHINE INDUASTRIAL ESTATE, CHINCHPADA, GOKHIVARE, VASAI(E), Maharashtra",India,India,1
S1-285699388,S3-483748899,S3,Smart Estate Private Limited,Smart Estate,"3Rd Flr, No.15&16, Kno699/2, Annapoorneshwari Ind Area, Bangalore South, Bangalore, Karnataka","3Rd Flr, No.15&16, Kno699/2, Annapoorneshwari Ind Area, Bangalore South, Bangalore, Karnataka",India,India,1
S1-445251715,S3-431035014,S3,Lynnville Memorial Grand Program LLC,Lynnville Memorial Gránd Program LLC,"6374 132nd Street, Lynnville, IA",,US,US,1
S1-761731448,S2-838149214,S2,Rjr Global Pvt Ltd,ऑल कंसल्टेंट्स प्राइवेट लिमिटेड,"Telangana, Ameerpet, Flatno 201, Woodsvaleapts, Madhuranaga, Hno8-3-222/1/4, Hyderabad","902, THANE, GOMES GARDEN, KAUL, HERITAGE, CHULNA RD VASAI, Maharashtra, VASAI",India,India,0
S1-355449951,S2-240638024,S2,Domjur Management Ltd,बिग फाइनेंस प्राइवेट लिमिटेड,"106 Kiran Chandra, Sinha Road, Domjur, Howrah, West Bengal","612, NEW DELHI, SOUTH DELHI, Delhi",India,India,0
S1-46609823,S3-996701390,S3,Futurz Educational Society,Premier Foundation Private  Limited,"House No -239, Block -A, New Panchwati Colony, Ghaziabad, Uttar Pradesh","H.no 0228/0118- C/o Bijaya Kumar Pradhan Mukundapur Nuagam Ganjam, Odisha, Ganjam, OD",India,India,0
S1-945495822,S3-189027642,S3,Precision (India) Packing Private Limited,Deepak Diamonds Private Ltd,"House No 143, Plot-41, Sec9, Vasudha Aptts, Rohini, Delhi, North West Delhi, Delhi","Kanpur, 117/H-2/186A Pandu Nagar, Kanpur, UP",India,India,0
S1-142815253,S3-986322720,S3,Sree Engineering Limited,Ortho Services Private Limited,"No.768/769, Seventh Floorspencer Plaza, Anna Salai Chennai 2, Chennai 2, Chennai, Tamil Nadu","Eleventh Floor No-1114, Colonnade-ii Opp Auda Gar Bodakdev, Ahmedabad, Ahmadabad City, Ahmedabad, GJ",India,India,0
S1-718106566,S2-195230557,S2,Best Investments,mandal builders center - 6463580899,"H No 96 Kachnar Barshana, Ke Pass Ekta Nagar Road, Jabalpur, Madhya Pradesh","HN D/222 S.NO:11/14 TO 11/18, PLOT NO:763, FLAT NO:202, AYYAPA SOCIETY, KHANAMET, SERILINGAMPALLY, MANDAL, తెలంగాణ",India,India,0
S1-882829632,S3-876119650,S3,Ryburn & Mcghee Inc,"piedmont certified bread, inc","1305 Oak Haven Road, Concord, TN","3422 Country Club Drive, Grand Prairie, Texas",US,US,0
S1-979987836,S2-848727109,S2,Preston American Cloud LLC,on Commission Education,"6131 Vernal Way, Carmichael, CA","509 ROAD 591638, CLEVELAND, TX",US,US,0
S1-640405505,S2-161245612,S2,Sandler and Garza LLC,Dermatology Associates,"33 Woodland Drive, Westminster, MA","3069 RILEYS BAY RD, STURGEON BAY, WI",US,US,0
S1-478485563,S3-341279645,S3,Foundation Kin Facility LLP,ਗੋਲਡ ਟ੍ਰੇਡਿੰਗ ਐਲਐਲਪੀ,"P.No. 56, Kranthi Colony, Chengicherla, Uppal, Hyderabad, Telangana","171 Jujhar Singh Nagar, Ludhiana, PB",India,India,0
S1-708080576,S3-469039817,S3,Evans & Romer,Veum Coastal,"40 Gage Lane, Shrewsbury, MA","151 Audobon Dr, Valle, Arizona",US,US,0
S1-734016669,S2-460164057,S2,Allied Keystone Diana,Morales  Vanguard Newbridge LLC,"9 Brookdale Jenkins Road, Stockholm, NY","IL, 1858 BLUEBIRD DRIVE, GALESBURG",US,US,0
S1-40091097,S3-614036239,S3,Beacon Broadcast Company,Baez Wu Glóbal LLC,"4324 Pearl Road, Cleveland, OH","03811 Wooded Creek Drive, Farmers Branch, Texas",US,US,0
S1-835393995,S3-831691068,S3,Board of Consumer Affairs,"ETY Frontier Lithium, Inc.","7727 Gulick Road, Naples, NY","1647 1/2 Gaffney Road, New River, Arizona",US,US,0
S1-535445837,S3-827698045,S3,Cascade College,Crystal Open Partners,"7781 Alvarado Road, Henrico County, VA","16- Upland Rd, Taunton, Massachusetts",US,US,0
S1-482963875,S3-113984424,S3,Swastik Wellness (India) Private Limited,Tierra Humanity Private Ltd,"114 A, 3Rd And 4Th Floor, Hudson La, Kingsway Camp, New Delhi, West Delhi, Delhi","Chatra (Battala), Gokarna, Dist - Murshidabad, Murshidabad, WB",India,India,0
S1-373503190,S2-382882718,S2,Latour & Chen Kongsberg LLC,Ladner and Sháh LLC,"299 Main Street, Deep River, CT","10631 MICHAEL DRIVE, PALO HILLS, IL",US,US,0
S1-377487596,S2-302436788,S2,Firststep Public School,Ace Finance [Private],"26/23, Shakti Nagar, Gadde Wali Gali, 3Rd Floor, Opp. Alam Chand Lal Mandir, Delhi, North Delhi, Delhi","77/79, NETAJI SUBHAS ROAD ROOM NO. 5L, 5TH FLOOR, KOLKATA, KOLKATA, West Bengal",India,India,0
S1-400066789,S3-243680454,S3,"Smart Dynamic Safe, Inc",Value-Sseue Chimera LLC,"2039 12th Street, TX, Port Arthur","1823 Walnut Sprin Dr, Allen, Texas",US,US,0
S1-372562804,S3-666983550,S3,Kaverora India Pvt Ltd,Rubix Microns Private Ltd | www.rubixmicr.com,"Scb 1-21-187 Sy No. 235, Ah Society Chinna Thokata, Tirumalagiri, Hyderabad, Telangana","# 365, Bangalore South, Bangalore, KA",India,India,0
S1-776381023,S2-207743799,S2,Om Investments Private Limited,Smt Indian Traders Holdings Private Ltd,"New Delhi, Delhi, Plot No-333 Kakrola Housing Complex Kakrola Mor Dwarka New Delhi, Delhi","Uttar Pradesh, H.NO 66 C/O SAROJ DEVI, GENERAL GANJ, MATHURA",India,India,0
S1-698514814,S3-226989980,S3,Orthopedic Supreme Medicine LLC,Orthopedic Supreme Médicine,"9723 Lorraine Drive, Unit 2, Countryside, IL","9723. Lorraine Dr, # 2, Countryside, Illinois",US,US,1
S1-925916884,S3-401264312,S3,Willow Group,Willow  Inc,"23830 189, Elba, AL","23830 189, Alabama, Elba",US,US,1
S1-984103254,S2-916622862,S2,Quintilla Martinez White,quintillamartinezwhite.com,"271 Sterling Avenue, Rittman, OH","0271 Sterling Ave, RITTMAN, OH",US,US,1
S1-250559711,S3-181090630,S3,Kaufman and Wolf Acadia LLC,Korwex One aka Select Heritage Intermediate Inc.,"129 Main Street, City Of Lake Mills, WI","Gosnell, 450 Crestmont Circle, AR",US,US,0
